s.no,helpfulVoteCount,productASIN,productVariant,rating,reviewID,reviewMetadata,reviewPosition,reviewTitle,reviewURL,verifiedPurchase,sentiment_score,Country,City,Membership_Years,,,,,,,,
10,0,B0BGXTC1FR,"Size: XX-LargeColor: A-greyHeight: 5'10""Weight: 150-155 lb",5,R2C78X5U6M9ODH,"Reviewed in the United States on November 29, 2024",4,Very comfortable and well fitting shirt,https://www.amazon.com/review/R2C78X5U6M9ODH,TRUE,0.266666667,UK,Glasgow,0.9,,,,,,,,
11,0,B0BGXTC1FR,Size: XX-LargeColor: A-orange,5,R17R53TIPTGRW,"Reviewed in the United States on February 19, 2025",5,Nice and comfortable.,https://www.amazon.com/review/R17R53TIPTGRW,TRUE,0.8,Germany,Munich,0.6,,,,,,,,
12,0,B0BGXTC1FR,Size: 3X-LargeColor: A-moonblue,5,RRYOYVPSZW8SI,"Reviewed in the United States on January 22, 2025",6,Shirts,https://www.amazon.com/review/RRYOYVPSZW8SI,TRUE,0.633333333,USA,Phoenix,7.1,,,,,,,,
13,0,B0BGXTC1FR,"Size: X-LargeColor: A-greenHeight: 5'10""Weight: 240-245 lb",3,R3UO5G22UP5FPP,"Reviewed in the United States on December 9, 2024",7,Good for the price,https://www.amazon.com/review/R3UO5G22UP5FPP,TRUE,0.375,USA,Phoenix,3.1,,,,,,,,
14,0,B0BGXTC1FR,"Size: XX-LargeColor: A-blueHeight: 5'11""Weight: 195-200 lb",5,RBLQWLEMHY418,"Reviewed in the United States on February 15, 2025",8,Satisfaction with product,https://www.amazon.com/review/RBLQWLEMHY418,TRUE,0.516666667,France,Paris,3.7,,,,,,,,
15,0,B0BGXTC1FR,Size: X-LargeColor: A-wine Red,5,R1DW6T3TU6HTTB,"Reviewed in the United States on March 8, 2025",9,Fast shipped and high quality,https://www.amazon.com/review/R1DW6T3TU6HTTB,TRUE,0.253333333,USA,New York,1.4,,,,,,,,
16,0,B0BGXTC1FR,"Size: X-LargeColor: A-sky BlueHeight: 5'9""Weight: 185-190 lb",5,R28G08PNUGNQCI,"Reviewed in the United States on March 4, 2025",10,Good,https://www.amazon.com/review/R28G08PNUGNQCI,TRUE,0.7,Canada,Ottawa,0.9,,,,,,,,
17,0,B07FMX9FSF,Size: MediumColor: Black,5,R199C1DG57O8P6,"Reviewed in the United States on January 1, 2025",1,Classic Style with a Perfect Fit!,https://www.amazon.com/review/R199C1DG57O8P6,TRUE,0.269506803,USA,Los Angeles,0.7,,,,,,,,
18,0,B07FMYL9NR,Size: MediumColor: 3 Black/Rl2000 Red Pp,5,R13V5I5S9W0HTY,"Reviewed in the United States on January 16, 2025",1,Polo Shirt,https://www.amazon.com/review/R13V5I5S9W0HTY,TRUE,0.234375,India,Bangalore,2,,,,,,,,
19,0,B07FMYL9NR,"Size: SmallColor: 3 White/Cruise Navy PpHeight: 5'2""Weight: 125-130 lb",5,RSQ13XENWMRFB,"Reviewed in the United States on February 13, 2025",2,You can wear it as many times as you want,https://www.amazon.com/review/RSQ13XENWMRFB,TRUE,0.525,Australia,Adelaide,5.6,,,,,,,,
20,0,B07FMYL9NR,Size: SmallColor: 3 Black/Rl2000 Red Pp,5,R19GAIFBYXW8DP,"Reviewed in the United States on January 14, 2025",3,Cute and comfy !!,https://www.amazon.com/review/R19GAIFBYXW8DP,TRUE,0.6,India,Bangalore,1.2,,,,,,,,
21,2,B07FMYL9NR,Size: MediumColor: Cruise Navy/White/Black,4,R2UJEE23RYYED9,"Reviewed in the United States on June 14, 2024",4,"Comfortable but has the thickness of an undershirt, not a T-Shirt",https://www.amazon.com/review/R2UJEE23RYYED9,TRUE,0.4,USA,New York,4.7,,,,,,,,
22,0,B07FMYL9NR,"Size: MediumColor: 3 White/Cruise Navy PpHeight: 5'9""Weight: 135-140 lb",5,R31B6LWEOK2RAJ,"Reviewed in the United States on February 20, 2025",5,buy,https://www.amazon.com/review/R31B6LWEOK2RAJ,TRUE,0.5,Japan,Yokohama,2.7,,,,,,,,
23,3,B07FMYL9NR,"Size: 2X TallColor: White/Cruise NavyHeight: 6'1""Weight: 305-310 lb",5,R3SP7XCGBRL7JY,"Reviewed in the United States on September 11, 2024",6,Very nice shirts,https://www.amazon.com/review/R3SP7XCGBRL7JY,TRUE,0.3825,USA,Los Angeles,2.7,,,,,,,,
24,0,B07FMYL9NR,"Size: LargeColor: Cruise Navy/White/BlackHeight: 5'8""Weight: 115-120 lb",5,R1HNIAFZKWGTLA,"Reviewed in the United States on February 23, 2025",7,Fits great,https://www.amazon.com/review/R1HNIAFZKWGTLA,TRUE,0.6,Australia,Sydney,3.3,,,,,,,,
25,2,B07FMYL9NR,Size: MediumColor: Andover Heather/Bali Blue/Cruise Navy,3,R2OKBZKZNTN525,"Reviewed in the United States on December 1, 2024",8,"Not a shirt to wear by itself, it’s too long",https://www.amazon.com/review/R2OKBZKZNTN525,TRUE,-0.11,UK,Glasgow,3.9,,,,,,,,
26,0,B07FMYL9NR,"Size: 6X TallColor: Polo Black/RedHeight: 6'4""",4,R2AVC0I5TVLCYR,"Reviewed in the United States on March 3, 2025",9,XLT  May not be long enough,https://www.amazon.com/review/R2AVC0I5TVLCYR,TRUE,0,Japan,Nagoya,1.3,,,,,,,,
27,0,B07FMYL9NR,"Size: LargeColor: 3 White/Cruise Navy PpHeight: 6'1""Weight: 210-215 lb",5,RVGQMP8T9N9H3,"Reviewed in the United States on March 5, 2025",10,Polo tees,https://www.amazon.com/review/RVGQMP8T9N9H3,TRUE,0.35,USA,Phoenix,0.4,,,,,,,,
28,24,B07FMZ31SR,"Size: XX-LargeColor: Andover Heather/Polo Black, Madison Heather/Polo Black, Polo Black/Red - 3 Pack",5,R1UFTLDMUCDF0W,"Reviewed in the United States on August 20, 2019",1,"Deliciously soft, lightweight, generously sized",https://www.amazon.com/review/R1UFTLDMUCDF0W,TRUE,0.048065476,Germany,Frankfurt,1.4,,,,,,,,
29,0,B07FMZ31SR,"Size: MediumColor: 3 Black/Rl2000 Red PpHeight: 5'9""Weight: 170-175 lb",5,R12009XIWF7S1B,"Reviewed in the United States on December 18, 2024",2,Great everyday undershirts,https://www.amazon.com/review/R12009XIWF7S1B,TRUE,0.326686508,Japan,Yokohama,4.4,,,,,,,,
30,0,B07FMZ31SR,"Size: LargeColor: Andover Heather/Madison Heather/BlackHeight: 5'10""Weight: 150-155 lb",5,R30F5N17APS8XF,"Reviewed in the United States on October 26, 2024",3,Polo is always a winner,https://www.amazon.com/review/R30F5N17APS8XF,TRUE,0.462337662,Germany,Cologne,5.4,,,,,,,,
31,0,B07FMZ31SR,Size: 3XColor: Polo Black/Red,4,R3M1U8JP4SQ93K,"Reviewed in the United States on February 3, 2024",4,"Thin, stretch out after wearing 1-2 hours. But better than FOTL or Hanes or Gildan, etc. by far",https://www.amazon.com/review/R3M1U8JP4SQ93K,TRUE,0.130488866,Germany,Hamburg,4.9,,,,,,,,
32,0,B07FMZ31SR,"Size: LargeColor: 3 White/Cruise Navy PpHeight: 5'10""Weight: 165-170 lb",5,R2MIKBKBHUA06L,"Reviewed in the United States on February 6, 2025",5,Great quality,https://www.amazon.com/review/R2MIKBKBHUA06L,TRUE,0.45,Germany,Munich,7.5,,,,,,,,
33,6,B07FMZ31SR,Size: 3X TallColor: Polo Black/Red,5,R3MQTFRJ7RUYRH,"Reviewed in the United States on May 27, 2023",6,Excellent V-Neck shirts!,https://www.amazon.com/review/R3MQTFRJ7RUYRH,TRUE,0.329315476,Japan,Tokyo,4.9,,,,,,,,
34,0,B07FMZ31SR,Size: X-LargeColor: 3 White/Cruise Navy Pp,5,R1WXYWQ2PQKI4Z,"Reviewed in the United States on November 24, 2024",7,Comfort,https://www.amazon.com/review/R1WXYWQ2PQKI4Z,TRUE,0.2875,Germany,Munich,0.7,,,,,,,,
35,0,B07FMZ31SR,"Size: LargeColor: Andover Heather/Madison Heather/BlackHeight: 5'9""Weight: 185-190 lb",5,R13E52C7221ZIP,"Reviewed in the United States on October 16, 2024",8,"Pricey, but the best",https://www.amazon.com/review/R13E52C7221ZIP,TRUE,0.157142857,UK,Glasgow,2.1,,,,,,,,
36,0,B07FMZ31SR,Size: 3X TallColor: White/Cruise Navy,4,R17O55GCHCQYYX,"Reviewed in the United States on October 2, 2024",9,Thin cotton,https://www.amazon.com/review/R17O55GCHCQYYX,TRUE,-0.225,USA,Phoenix,1.5,,,,,,,,
37,0,B07FMZ31SR,Size: 3X TallColor: Polo Black/Red,4,R29A4OFBLNKIP3,"Reviewed in the United States on July 31, 2024",10,Neckline down to there,https://www.amazon.com/review/R29A4OFBLNKIP3,TRUE,-0.063888889,France,Marseille,0.9,,,,,,,,
38,7,B0CXDL2NP6,Size: X-LargeColor: Black/Dark Grey/Purple/Light Grey/Blue/Red (Seta 6 Pack),5,R3UHOLXOMOSQMV,"Reviewed in the United States on July 25, 2024",1,Great shirts....Great price!,https://www.amazon.com/review/R3UHOLXOMOSQMV,TRUE,0.264656772,USA,Los Angeles,0.7,,,,,,,,
39,0,B0CXDL2NP6,"Size: XX-LargeColor: Green/Black/Dark Grey/Navy/Light Grey/Red (Setb 6 Pack)Height: 6'0""Weight: 270-275 lb",5,R1XE7PNYEJBAAG,"Reviewed in the United States on January 20, 2025",2,Great buy,https://www.amazon.com/review/R1XE7PNYEJBAAG,TRUE,0.365,USA,Phoenix,3.2,,,,,,,,
40,0,B0CXDL2NP6,"Size: LargeColor: Green/Black/Dark Grey/Navy/Light Grey/Red (Setb 6 Pack)Height: 5'10""Weight: 160-165 lb",4,R3S2GHXJ64FECP,"Reviewed in the United States on December 12, 2024",3,Great for price,https://www.amazon.com/review/R3S2GHXJ64FECP,TRUE,0.225925926,France,Nice,0.7,,,,,,,,
41,0,B0CXDL2NP6,"Size: MediumColor: Green/Black/Dark Grey/Navy/Light Grey/Red (Setb 6 Pack)Height: 6'0""Weight: 155-160 lb",5,R112KM2JSGX2SP,"Reviewed in the United States on October 6, 2024",4,What a steal!,https://www.amazon.com/review/R112KM2JSGX2SP,TRUE,0.498148148,UK,Manchester,2.2,,,,,,,,
42,0,B0CXDL2NP6,"Size: LargeColor: Green/Black/Dark Grey/Navy/Light Grey/Red (Setb 6 Pack)Height: 5'11""Weight: 190-195 lb",5,R1BU8IK2XH81ZA,"Reviewed in the United States on February 27, 2025",5,"Great Fit, vivid colors, strechable",https://www.amazon.com/review/R1BU8IK2XH81ZA,TRUE,0.545833333,USA,Chicago,1.4,,,,,,,,
43,0,B0CXDL2NP6,Size: XX-LargeColor: Black/Dark Grey/Purple/Light Grey/Blue/Red (Seta 6 Pack),5,R2I6UZOM2NLZQV,"Reviewed in the United States on December 29, 2024",6,Comes in two sizes,https://www.amazon.com/review/R2I6UZOM2NLZQV,TRUE,0.457142857,France,Toulouse,2.7,,,,,,,,
44,2,B0CXDL2NP6,Size: MediumColor: Green/Black/Dark Grey/Navy/Light Grey/Red (Setb 6 Pack),3,R2S4KP202MLZCW,"Reviewed in the United States on December 17, 2024",7,Poor stitch quality.,https://www.amazon.com/review/R2S4KP202MLZCW,TRUE,0.324615385,Australia,Sydney,5,,,,,,,,
45,5,B0CXDL2NP6,Size: XX-LargeColor: Green/Black/Dark Grey/Navy/Light Grey/Red (Setb 6 Pack),5,R10VWMAV63WI2H,"Reviewed in the United States on October 2, 2024",8,These shirts are great for the price.,https://www.amazon.com/review/R10VWMAV63WI2H,TRUE,0.184090909,USA,Los Angeles,4.4,,,,,,,,
46,0,B0CXDL2NP6,Size: X-LargeColor: Green/Black/Dark Grey/Navy/Light Grey/Red (Setb 6 Pack),5,RUPA0PYXOA6DD,"Reviewed in the United States on March 2, 2025",9,Good job Amazon,https://www.amazon.com/review/RUPA0PYXOA6DD,TRUE,0.45,UK,Manchester,0.5,,,,,,,,
47,0,B0CXDL2NP6,"Size: XX-LargeColor: Black/Dark Grey/Purple/Light Grey/Blue/Red (Seta 6 Pack)Height: 5'2""",4,RSCFH1HDKMWK2,"Reviewed in the United States on February 5, 2025",10,Material is nice,https://www.amazon.com/review/RSCFH1HDKMWK2,TRUE,0.8,USA,New York,3,,,,,,,,
48,2,B09MHPSWY2,"Size: X-LargeColor: 5pcHeight: 6'0""Weight: 235-240 lb",5,R1RHIMEIOYEAS7,"Reviewed in the United States on November 16, 2024",1,"Perfect fit, easy care",https://www.amazon.com/review/R1RHIMEIOYEAS7,TRUE,0.194563076,Australia,Brisbane,6,,,,,,,,
49,0,B09MHPSWY2,Size: 3X-LargeColor: 5pc,5,R2HHP7I6B7ZSEL,"Reviewed in the United States on February 25, 2025",2,Looks and feels great,https://www.amazon.com/review/R2HHP7I6B7ZSEL,TRUE,0.34375,USA,New York,0.4,,,,,,,,
50,0,B09MHPSWY2,Size: 3X-LargeColor: Teal White Grey Black Pink,4,RCJ85WI3COMLB,"Reviewed in the United States on February 26, 2025",3,"Nice shirts, run small.",https://www.amazon.com/review/RCJ85WI3COMLB,TRUE,0.175,UK,Leeds,1.7,,,,,,,,
51,0,B09MHPSWY2,,5,RRGQIDFXRM9DY,"Reviewed in the United States on December 8, 2024",4,Perfect Fit for My 6’8” Husband—Highly Recommend!,https://www.amazon.com/review/RRGQIDFXRM9DY,TRUE,0.314315476,India,Mumbai,1.4,,,,,,,,
52,0,B09MHPSWY2,Size: LargeColor: Darkgray Purple Yellow Grass Bluegreen,5,RA5NKYVOG4G8R,"Reviewed in the United States on March 2, 2025",5,What's not to love about these shirts!,https://www.amazon.com/review/RA5NKYVOG4G8R,TRUE,0.342708333,Canada,Montreal,0.8,,,,,,,,
53,0,B09MHPSWY2,,5,R1UZ3VFAUR0LGT,"Reviewed in the United States on February 25, 2025",6,Great feel & fit.,https://www.amazon.com/review/R1UZ3VFAUR0LGT,TRUE,0.25,Australia,Melbourne,1.4,,,,,,,,
54,0,B09MHPSWY2,"Size: MediumColor: 5pcHeight: 5'8""Weight: 145-150 lb",3,R1PLMB59F0H9J,"Reviewed in the United States on March 7, 2025",7,Pretty but cheap material,https://www.amazon.com/review/R1PLMB59F0H9J,TRUE,-0.05,USA,Los Angeles,4.8,,,,,,,,
55,0,B09MHPSWY2,Size: X-LargeColor: 5pc,5,RAKPJ13KEG1ZY,"Reviewed in the United States on February 11, 2025",8,Nice shirts,https://www.amazon.com/review/RAKPJ13KEG1ZY,TRUE,0.116666667,USA,Houston,1.8,,,,,,,,
56,0,B09MHPSWY2,"Size: LargeColor: 5pcHeight: 5'5""Weight: 170-175 lb",4,R1GPPT00DDK8K6,"Reviewed in the United States on February 22, 2025",9,Waiting for my second  order,https://www.amazon.com/review/R1GPPT00DDK8K6,TRUE,0.2625,UK,Manchester,1.6,,,,,,,,
57,0,B09MHPSWY2,Size: X-LargeColor: Teal White Grey Black Pink,5,RT3D9ZEZZ8AZD,"Reviewed in the United States on March 4, 2025",10,Nice Quality,https://www.amazon.com/review/RT3D9ZEZZ8AZD,TRUE,0.533333333,Germany,Munich,2.1,,,,,,,,
58,0,B0DPQC1NSV,Color: Khaki/Neutral Grey StripeSize: X-Large,5,R1E2EVDDZ4YITM,"Reviewed in the United States on February 27, 2025",1,Love everything about this shirt.  Great fit and quality  Well tailored.  Perfect for travel.,https://www.amazon.com/review/R1E2EVDDZ4YITM,FALSE,0.193950216,USA,New York,3.6,,,,,,,,
59,0,B0DPQC1NSV,Color: Olive Green/Grass Green StripeSize: X-Large,5,R2GF00OJ5KIFJC,"Reviewed in the United States on March 1, 2025",2,Perfect Blend of Style and Performance!,https://www.amazon.com/review/R2GF00OJ5KIFJC,FALSE,0.220732601,USA,Houston,2.1,,,,,,,,
60,0,B0DPQC1NSV,Color: Fruit Green/Navy StripeSize: Medium,4,R3K8J76PMZZRK8,"Reviewed in the United States on February 24, 2025",3,Size is true; colors less subtle than the product page suggests,https://www.amazon.com/review/R3K8J76PMZZRK8,FALSE,0.155860806,Japan,Osaka,6.3,,,,,,,,
61,0,B0DPQC1NSV,Color: Khaki/Neutral Grey StripeSize: X-Large,5,R2LNNJY44P4HTY,"Reviewed in the United States on March 3, 2025",4,Great shirt,https://www.amazon.com/review/R2LNNJY44P4HTY,FALSE,0.324094327,USA,Phoenix,1.7,,,,,,,,
62,0,B0DPQC1NSV,"Color: Bluish Violet/Light Blue StripeSize: LargeHeight: 6'0""Weight: 165-170 lb",5,R29Y5J30OP5M14,"Reviewed in the United States on February 25, 2025",5,Really nice looking golf shirt,https://www.amazon.com/review/R29Y5J30OP5M14,FALSE,0.308484848,Germany,Berlin,3.2,,,,,,,,
63,0,B0DPQC1NSV,Color: Dark Grey/Neutral GreySize: 3X-Large,5,R2BX0D9KH04HDS,"Reviewed in the United States on March 6, 2025",6,Cool and comfortable,https://www.amazon.com/review/R2BX0D9KH04HDS,FALSE,0.256547619,Germany,Munich,0.3,,,,,,,,
64,0,B0DPQC1NSV,Color: Yellow/Bluish Violet StripeSize: Medium,5,R1FR75WD4ILUHD,"Reviewed in the United States on March 2, 2025",7,Classy Striped Golf Shirt,https://www.amazon.com/review/R1FR75WD4ILUHD,FALSE,0.36875,USA,Phoenix,4.8,,,,,,,,
65,0,B0DPQC1NSV,Color: Slate Blue/Aqua Blue StripeSize: Large,5,R1940MHLW15STK,"Reviewed in the United States on February 27, 2025",8,As good as it gets in golf shirts,https://www.amazon.com/review/R1940MHLW15STK,FALSE,0.603516484,Canada,Ottawa,4,,,,,,,,
66,0,B0DPQC1NSV,Color: Light Blue/Cobalt StripeSize: X-Large,4,R15OC3AN7LRO92,"Reviewed in the United States on March 7, 2025",9,Stretchy and lightweight,https://www.amazon.com/review/R15OC3AN7LRO92,FALSE,0.311607143,USA,Phoenix,3.8,,,,,,,,
67,0,B0DPQC1NSV,Color: Mint Green/Cobalt StripeSize: Medium,5,R1UC8ZJFECKO3E,"Reviewed in the United States on February 24, 2025",10,"Great shirt, nice colors, good fit",https://www.amazon.com/review/R1UC8ZJFECKO3E,FALSE,0.39985119,USA,Chicago,1.9,,,,,,,,
68,0,B0CQTCDJJ7,"Size: X-LargeColor: Orange PurpleHeight: 5'11""Weight: 195-200 lb",5,R3TC953N1CZD15,"Reviewed in the United States on February 26, 2025",1,Nice color,https://www.amazon.com/review/R3TC953N1CZD15,TRUE,0.633333333,UK,Leeds,1.5,,,,,,,,
69,0,B0CQTCDJJ7,,5,R1T7B5PDIZC8KS,"Reviewed in the United States on December 16, 2024",2,Nice material and colours. Size a bit inconsistent though.,https://www.amazon.com/review/R1T7B5PDIZC8KS,TRUE,0.295833333,France,Lyon,1.4,,,,,,,,
70,0,B0CQTCDJJ7,"Size: X-LargeColor: AquaHeight: 5'9""Weight: 185-190 lb",5,R2KR76NRWZG8WU,"Reviewed in the United States on December 28, 2024",3,Good quality!,https://www.amazon.com/review/R2KR76NRWZG8WU,TRUE,0.6,Japan,Yokohama,3.5,,,,,,,,
71,0,B0CQTCDJJ7,,5,R146KZNQD1OR9I,"Reviewed in the United States on November 20, 2024",4,Great fit.  Well made,https://www.amazon.com/review/R146KZNQD1OR9I,TRUE,0.6,UK,Manchester,5.4,,,,,,,,
72,0,B0CQTCDJJ7,Size: LargeColor: Rose,4,R3V3NO6TT4N1GY,"Reviewed in the United States on September 1, 2024",5,Great company but super wrinkle color... needs to be steamed everytime,https://www.amazon.com/review/R3V3NO6TT4N1GY,TRUE,0.4,India,Hyderabad,4.3,,,,,,,,
73,0,B0CQTCDJJ7,"Size: X-LargeColor: Light BlueHeight: 6'1""Weight: 200-205 lb",5,R3FOFW72PMFTPH,"Reviewed in the United States on August 28, 2024",6,Very nice shirt,https://www.amazon.com/review/R3FOFW72PMFTPH,TRUE,0.421666667,India,Chennai,2.6,,,,,,,,
74,0,B0CQTCDJJ7,Size: LargeColor: TurquoiseWeight: 175-180 lb,5,R308881VRRF9FZ,"Reviewed in the United States on October 25, 2024",7,Cool shirt,https://www.amazon.com/review/R308881VRRF9FZ,TRUE,0.7,UK,Leeds,0.7,,,,,,,,
75,0,B0CQTCDJJ7,Size: LargeColor: Turquoise,3,R2YK2P2NDW8L3F,"Reviewed in the United States on December 31, 2024",8,packaged poorly,https://www.amazon.com/review/R2YK2P2NDW8L3F,TRUE,0.053571429,USA,Chicago,0.9,,,,,,,,
76,0,B0CQTCDJJ7,"Size: X-LargeColor: GreenHeight: 5'11""Weight: 215-220 lb",4,RT02373OGI52U,"Reviewed in the United States on June 6, 2024",9,Good Quality,https://www.amazon.com/review/RT02373OGI52U,TRUE,0.6,USA,Chicago,9.3,,,,,,,,
77,0,B0CQTCDJJ7,Size: 3X-LargeColor: Orange PurpleWeight: 165-170 lb,5,R2E2VH95Z73IT1,"Reviewed in the United States on October 27, 2024",10,Shirts,https://www.amazon.com/review/R2E2VH95Z73IT1,TRUE,0.5,UK,Birmingham,1.2,,,,,,,,
78,0,B0B47Q6QYP,Size: MediumColor: White/Cruise Navy - 3 Pack,5,RNM2MNVSTFD77,"Reviewed in the United States on January 3, 2025",1,Fits Good,https://www.amazon.com/review/RNM2MNVSTFD77,TRUE,0.358367347,UK,Manchester,0.9,,,,,,,,
79,0,B0B47Q6QYP,Size: LargeColor: White/Cruise Navy - 3 PackWeight: 130-135 lb,5,R1KRD67OQSLV6Q,"Reviewed in the United States on February 24, 2025",2,Good quality,https://www.amazon.com/review/R1KRD67OQSLV6Q,TRUE,-0.05,Germany,Hamburg,0.8,,,,,,,,
80,0,B0B47Q6QYP,"Size: LargeColor: Polo Black/White, Charcoal Heather/White, Andover Heather/White - 3 PackHeight: 5'7""Weight: 120-125 lb",5,R11989IYQJ4MIZ,"Reviewed in the United States on January 3, 2025",3,"RL say no more, great",https://www.amazon.com/review/R11989IYQJ4MIZ,TRUE,0.7,Germany,Berlin,1.3,,,,,,,,
81,0,B0B47Q6QYP,"Size: MediumColor: Oatmeal Heather/White, Sand Heather/White, Andover Heather/White - 3 PackHeight: 6'2""Weight: 155-160 lb",5,R2C939ZY6SX5YT,"Reviewed in the United States on October 29, 2024",4,Comfortable,https://www.amazon.com/review/R2C939ZY6SX5YT,TRUE,0.35,Canada,Calgary,1.6,,,,,,,,
82,0,B0B47Q6QYP,"Size: MediumColor: Polo Black/White, Charcoal Heather/White, Andover Heather/White - 3 Pack",5,R2UJ5Y9ASMCAID,"Reviewed in the United States on December 8, 2024",5,Bought these for a road trip,https://www.amazon.com/review/R2UJ5Y9ASMCAID,TRUE,0.341666667,USA,New York,5.3,,,,,,,,
83,0,B0B47Q6QYP,"Size: LargeColor: White/Cruise Navy - 3 PackHeight: 5'9""Weight: 145-150 lb",4,R2T3CZIQBH5DHI,"Reviewed in the United States on September 3, 2023",6,Too expensive,https://www.amazon.com/review/R2T3CZIQBH5DHI,TRUE,0.2,UK,Manchester,3.6,,,,,,,,
84,0,B0B47Q6QYP,"Size: MediumColor: Polo Black/White, Charcoal Heather/White, Andover Heather/White - 3 Pack",5,R2AR65FATO3O90,"Reviewed in the United States on February 3, 2025",7,Quality is everything !,https://www.amazon.com/review/R2AR65FATO3O90,TRUE,0.359090909,UK,London,0.2,,,,,,,,
85,0,B0B47Q6QYP,"Size: LargeColor: Oatmeal Heather/White, Sand Heather/White, Andover Heather/White - 3 PackHeight: 5'11""Weight: 190-195 lb",5,R3UTZ52LNRK217,"Reviewed in the United States on September 20, 2024",8,So soft,https://www.amazon.com/review/R3UTZ52LNRK217,TRUE,0.446666667,Germany,Hamburg,3.6,,,,,,,,
86,0,B0B47Q6QYP,"Size: MediumColor: Oatmeal Heather/White, Sand Heather/White, Andover Heather/White - 3 Pack",5,R1G8JVGO1OK55X,"Reviewed in the United States on January 7, 2025",9,nice,https://www.amazon.com/review/R1G8JVGO1OK55X,TRUE,0.6,USA,Chicago,6.3,,,,,,,,
87,0,B0B47Q6QYP,Size: MediumColor: White/Cruise Navy - 3 Pack,5,R152535XQ8FR16,"Reviewed in the United States on October 30, 2024",10,Love them!,https://www.amazon.com/review/R152535XQ8FR16,TRUE,0.333333333,USA,Chicago,3.4,,,,,,,,
88,0,B0BPHD8XCN,"Size: SmallColor: 5 White/Cruise NavyHeight: 5'5""Weight: 135-140 lb",5,R23PXGTG3QG5WG,"Reviewed in the United States on February 24, 2025",1,Soft and breathable,https://www.amazon.com/review/R23PXGTG3QG5WG,TRUE,0.33,USA,Chicago,1.2,,,,,,,,
89,0,B0BPHD8XCN,"Size: LargeColor: 5 White/Cruise NavyHeight: 5'11""Weight: 180-185 lb",5,R2ZPWASCW9V6QU,"Reviewed in the United States on January 23, 2025",2,Great buy!,https://www.amazon.com/review/R2ZPWASCW9V6QU,TRUE,0.6,Canada,Vancouver,1.8,,,,,,,,
